Prefecture_name,Prefecture_code,Date,Infections
鳥取県,31,2020/2/27,0
鳥取県,31,2020/2/28,0
鳥取県,31,2020/2/29,0
鳥取県,31,2020/3/1,0
鳥取県,31,2020/3/2,0
鳥取県,31,2020/3/3,0
鳥取県,31,2020/3/4,0
鳥取県,31,2020/3/5,0
鳥取県,31,2020/3/6,0
鳥取県,31,2020/3/7,0
鳥取県,31,2020/3/8,0
鳥取県,31,2020/3/9,0
鳥取県,31,2020/3/10,0
鳥取県,31,2020/3/11,0
鳥取県,31,2020/3/12,0
鳥取県,31,2020/3/13,0
鳥取県,31,2020/3/14,0
鳥取県,31,2020/3/15,0
鳥取県,31,2020/3/16,0
鳥取県,31,2020/3/17,0
鳥取県,31,2020/3/18,0
鳥取県,31,2020/3/19,0
鳥取県,31,2020/3/20,0
鳥取県,31,2020/3/21,0
鳥取県,31,2020/3/22,0
鳥取県,31,2020/3/23,0
鳥取県,31,2020/3/24,0
鳥取県,31,2020/3/25,0
鳥取県,31,2020/3/26,0
鳥取県,31,2020/3/27,0
鳥取県,31,2020/3/28,0
鳥取県,31,2020/3/29,0
鳥取県,31,2020/3/30,0
鳥取県,31,2020/3/31,0
鳥取県,31,2020/4/1,0
鳥取県,31,2020/4/2,0
鳥取県,31,2020/4/3,0
鳥取県,31,2020/4/4,0
鳥取県,31,2020/4/5,0
鳥取県,31,2020/4/6,0
鳥取県,31,2020/4/7,0
鳥取県,31,2020/4/8,0
